,0
suspensos,0.1338602783323666
faltas,0.12233793001703895
SalAm,0.043335735779638625
TiempoEstudio,0.03775013344912029
edad,0.03578033704573038
AlcFin,0.03547895847231614
Medu,0.03218827861442941
salud,0.031001506492270008
Pedu,0.03081634975138299
TiempoLib,0.03026356110903899
asignatura_L,0.02737417310418259
RelFam,0.02516272327711657
AlcSem,0.022137621899378505
TiempoViaje,0.02010380273002301
asignatura_M,0.01970568320944405
apoyo_no,0.015307859163950992
Mtrab_servicios,0.01494180563347988
Ptrab_docencia,0.014744772677344224
tutor_otros,0.013706212491789865
apoyo_si,0.013218882144261888
razon_cercania,0.012630972108293064
razon_reputacion,0.012522775544109436
Mtrab_otros,0.010872145832723997
escuela_BG,0.010864787792680112
EstSup_si,0.010310735259056418
Mtrab_casa,0.01022964381349055
Mtrab_docencia,0.010122684471151286
academia_si,0.009740531304551542
EstSup_no,0.009408946534066964
academia_no,0.009011876879131893
enfermeria_si,0.008180438133847045
escuela_IC,0.008095021493295638
tutor_padre,0.007734545443052306
pareja_si,0.007613837396200495
Ptrab_servicios,0.007449892231301147
sexo_F,0.007407920806248143
enfermeria_no,0.0073680389898815955
razon_optativas,0.007327594813456103
ApFam_no,0.006962238641741584
entorno_U,0.006921971791749523
tutor_madre,0.006858271368110775
Ptrab_otros,0.006838365131108684
extras_si,0.0068372433365973
entorno_R,0.006642114731367958
sexo_M,0.006568541288184328
internet_si,0.00648504264350549
TamFam_<4,0.0064572016677969975
pareja_no,0.006235175500871174
TamFam_>=4,0.006183649171488631
internet_no,0.005948278177770563
ApFam_si,0.005868764131373614
extras_no,0.005358824521105386
Mtrab_sanidad,0.004811102419822235
EstPadres_J,0.004286646304716222
EstPadres_S,0.0038155419655295187
razon_otras,0.0030283027396376242
Ptrab_casa,0.003022444606736919
razon_otros,0.0029799361131948757
Ptrab_sanidad,0.00178134950674912
