,0
T2,3.139202790825299
const,1.277929812096252
asignatura_L,0.9384505222412386
EstPadres_S,0.776933348339301
enfermeria_no,0.7511855265205523
apoyo_si,0.7259675298531749
sexo_F,0.7156172767640276
pareja_no,0.7125577594670328
escuela_BG,0.7041455986467151
extras_no,0.678272771205492
internet_no,0.6764226028969447
ApFam_si,0.6731956557609817
EstSup_si,0.6562472794914647
academia_no,0.6536897808116691
entorno_U,0.6483601504724257
TamFam_<4,0.6398959968039062
TamFam_>=4,0.638033815292346
entorno_R,0.6295696616238262
academia_si,0.6242400312845828
EstSup_no,0.6216825326047907
ApFam_no,0.6047341563352696
internet_si,0.6015072091993087
extras_si,0.5996570408907594
escuela_IC,0.5737842134495376
pareja_si,0.5653720526292194
sexo_M,0.5623125353322251
apoyo_no,0.5519622822430788
enfermeria_si,0.5267442855757005
tutor_padre,0.5022271626053652
EstPadres_J,0.500996463756952
razon_otros,0.45392748058340304
T1,0.45211961942070156
tutor_madre,0.43473988101889516
Mtrab_servicios,0.4220856810793385
Ptrab_sanidad,0.41118489591422536
razon_optativas,0.3839472931253925
Mtrab_sanidad,0.37512563843984914
Mtrab_docencia,0.3642417780086722
Ptrab_otros,0.35465675600704855
tutor_otros,0.3409627684719927
asignatura_M,0.33947928985501313
Ptrab_casa,0.2731783330204336
razon_reputacion,0.2724173041742586
Ptrab_servicios,0.16053377109979358
razon_cercania,0.12316532538252667
RelFam,0.09496192549560928
AlcFin,0.08829415651603302
Mtrab_casa,0.08750391173533348
Ptrab_docencia,0.07837605605475106
TiempoViaje,0.05074995090578577
razon_otras,0.04447240883066883
edad,0.032130123525702825
TiempoLib,0.03141039850807603
Mtrab_otros,0.028972802833059585
faltas,0.01212094650271145
Pedu,-0.013280281068755395
Medu,-0.01533964072558619
SalAm,-0.04033793703297531
AlcSem,-0.0740161780471782
salud,-0.0754213338676934
TiempoEstudio,-0.07634749789886142
suspensos,-0.1562611067309875
