,0
T2,3.1392027908253066
const,1.2779298120962506
asignatura_L,0.938450522241238
EstPadres_S,0.7769333483392975
enfermeria_no,0.751185526520551
apoyo_si,0.7259675298531757
sexo_F,0.7156172767640263
pareja_no,0.7125577594670314
escuela_BG,0.7041455986467131
extras_no,0.6782727712054938
internet_no,0.6764226028969407
ApFam_si,0.6731956557609826
EstSup_si,0.656247279491467
academia_no,0.6536897808116677
entorno_U,0.6483601504724256
TamFam_<4,0.6398959968039053
TamFam_>=4,0.6380338152923453
entorno_R,0.6295696616238251
academia_si,0.6242400312845826
EstSup_no,0.6216825326047857
ApFam_no,0.6047341563352682
internet_si,0.6015072091993092
extras_si,0.5996570408907576
escuela_IC,0.5737842134495386
pareja_si,0.5653720526292192
sexo_M,0.562312535332224
apoyo_no,0.5519622822430771
enfermeria_si,0.5267442855756996
tutor_padre,0.5022271626053658
EstPadres_J,0.5009964637569534
razon_otros,0.4539274805834097
T1,0.45211961942069623
tutor_madre,0.43473988101889505
Mtrab_servicios,0.4220856810793343
Ptrab_sanidad,0.41118489591422425
razon_optativas,0.38394729312539333
Mtrab_sanidad,0.3751256384398465
Mtrab_docencia,0.36424177800867286
Ptrab_otros,0.3546567560070512
tutor_otros,0.34096276847199036
asignatura_M,0.33947928985501064
Ptrab_casa,0.27317833302043515
razon_reputacion,0.2724173041742597
Ptrab_servicios,0.16053377109979386
razon_cercania,0.123165325382526
RelFam,0.09496192549561083
AlcFin,0.08829415651603349
Mtrab_casa,0.08750391173533448
Ptrab_docencia,0.07837605605474707
TiempoViaje,0.05074995090578638
razon_otras,0.04447240883065984
edad,0.032130123525700424
TiempoLib,0.0314103985080767
Mtrab_otros,0.028972802833060918
faltas,0.01212094650271095
Pedu,-0.013280281068756283
Medu,-0.015339640725587966
SalAm,-0.04033793703297578
AlcSem,-0.0740161780471793
salud,-0.07542133386769201
TiempoEstudio,-0.07634749789886117
suspensos,-0.1562611067309876
